pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
06CE3-srip4	泣		srip	srip4	緝	緝		見音義欄。	｛澀｝。《辭源》第二音“《字彙補》色入切”項：“通‘澀’。謂血凝於脈而不暢通。《素問·五藏生成篇》：‘凝於脈者爲泣。’注：‘泣謂血行不利。’又《舉痛論篇》：‘寒氣入經而稽遲，泣而不行。’注：‘泣音濇。’”《字彙補》：“泣……又色入切，與‘澀’同，血凝不消也，《素問〔·舉痛論篇〕》……”	U+6CE3
06CEB-kuen1	泫		kuen	kuen1	真				縣名｛泫氏（–dié）｝の詞音。故地在今山西高平市。《後漢書·陳龜傳》：“陳龜，字叔珍，上黨泫氏人也。”注：“泫氏故城，今澤州高平縣也。泫，音公玄反。”《漢書·地理志上·上黨郡》“泫氏”注引應劭：“《山海經》泫水所出者也。”又：“泫，音工玄反。”泫水，今稱“許河”。	U+6CEB
06CEB-xuen1	泫		xuen	xuen1	真				形容詞｛囦泫（quen–）｝=｛淵玄｝の詞音。《文選》郭璞《江賦》：“澄澹汪洸，瀇滉囦泫。”注：“泫，音玄。〔澄澹、……、淵泫〕皆水深廣之貌。”	U+6CEB
06CEB-xuen2	泫		xuén	xuen2	真					U+6CEB
06CEE-phan3	泮		phân	phan3	元					U+6CEE
06CF0-thai3	泰		thâi	thai3	月	泰				U+6CF0
06CF3-xryeng3	泳		xryêŋ	xryeng3	陽	敬				U+6CF3
06D01-kit4	洁		kit	kit4	質				不明。《宋本玉篇》：“洁，音吉，水也。”《廣韵》：“洁，水名。”	U+6D01
06D04-xui1	洄		xui	xui1	微	灰				U+6D04
06D0A-dzen3	洊		dzên	dzen3	文					U+6D0A
06D0C-liei3	洌		liêi	liei3	月				lietと异義不明。《廣韵》：“洌，清水。”	U+6D0C
06D0C-liet4	洌		liet	liet4	月	屑			liêiと异義不明。《易·井》：“井洌寒泉，食。”注：“洌，潔也。”音義：“洌，音列，潔也，《説文》云：‘水清也。’王肅音例（liêi）。”《詩·小雅·大東》：“有洌氿泉，無浸穫薪。”傳：“洌，寒意也。”音義：“洌，音列，寒意也。”《文選》司馬相如《上林賦》：“横流逆折，轉騰潎洌。”郭璞注引孟康：“潎洌，相撇也。潎，匹列切（phiet）；洌，音列。”《漢書》注引孟康，又：“潎，音匹列反；洌，音列。”《廣雅·釋詁》：“……洌……清也。”音：“洌，〔音〕列。”《急就篇》卷二注：“大者曰‘釜’；小者曰‘鍑’，北燕、朝鮮、洌水之間謂之‘錪’。”自注：“洌，音列。”《名義》：“洌，力折反，寒貌，潔也。”《切韵》：“洌，清。”	U+6D0C
06D11-byuk4	洑		byuk	byuk4	職					U+6D11
06D17-sei2	洗		séi	sei2	文	薺			sénの變種。見sén音項。《詩·唐風·揚之水》箋：“激揚之水，波流湍疾，洗去垢濁，使白石鑿鑿然。”音義：“洗，蘇禮反，又蘇典反（sén）。”《儀禮·既夕禮》注：“湯沐所以洗去污垢。”音義：“洗，悉禮反。”《莊子·則陽》：“夫靈公也死，卜葬於故墓不吉，卜葬於沙丘而吉。掘之數仞，得石槨焉，洗而視之，有銘焉。”音義：“洗，西禮反。”《切韵》：“洗，洗浴。”	U+6D17
06D17-sen2	洗		sén	sen2	文				séiの變種。Baxter & Sagart (2014) §5.5.1：“With Starostin〔(1989)〕, we assume that the coda *-r was treated differently in different dialects: OC *-r usually became MC -n, but in some cases, *-r became MC -j …”《易·繫辭上》：“聖人以此洗心。”注：“洗濯萬物之心。”音義：“洗，劉瓛悉殄反，盡也，王肅、韓悉禮反（séi），京、荀、虞、董、張、蜀才作‘先’，石經同。”《書·酒誥》：“厥父母慶，自洗腆，致用酒。”僞孔傳：“其父母善子之行，子乃自絜厚，致用酒養也。”音義：“洗，先典反，馬云：‘盡也。’腆，他典反（thén）。”《漢書·高帝紀上》：“沛公方踞床，使兩女子洗。”注：“洗，洗足也。……洗，音先典反。”《玉篇》：“洗，桑顯反，《禮記》：‘足垢燂湯請洗。’〓……〓”《名義》：“洗，桑顯、先禮〔二〕反（–、séi），洗足。”《宋本玉篇》：“洗，先禮切，今以爲‘洒’字，又先典切。”《新撰字鏡》：“洗，桑顯反，鮮也，潔也，洒濯也。”又爲幾詞之慣習音。以下例：❶音階名｛姑洗（ko–）｝=｛沽洗｝の詞音。《禮·月令》：“季春之月，……其音角，律中姑洗。”注：“姑洗者，南吕之所生也，三分益一，律長七寸九分寸之一。”音義：“洗，素典反。”《儀禮·大射》注引《春秋〔外〕傳》：“大蔟所以金奏，贊陽出滯，沽洗所以修絜百物，考神納賓。”音義：“洗，西典反。”《史記·律書》：“三月也，律中姑洗。姑洗者，言萬物洗生。”正義：“洗，音先典反，《白虎通》云：‘沽者，故也。洗者，鮮也。言萬物去故就新，莫不鮮明也。”《切一》：“洗，〓……〓”《切三》：“洗，沽洗，律名。”❷姓。《辭源》第二音“蘇典切”項第三義項：“姓。明陳士元《姓觿》六《銑》：‘洗，……千家姓云，南海族。’今作‘冼’。”然而《廣韵》先禮切：“洗，洗浴，又姓。”	U+6D17
06D19-dyo1	洙		dyo	dyo1	侯					U+6D19
06D1B-lak4	洛		lak	lak4	鐸	藥				U+6D1B
06D1E-dung1	洞		duŋ	dung1	東				｛洪洞（xuŋ–）｝の詞音。❶縣名。今屬山西省。《廣韵》：“洞，洪洞，縣名，在晋州北。”❷形容詞。《辭源》第二音“徒紅切”項：“見‘洪洞’。”“洪洞”詞條第一義項：“相通。《文選》漢王子淵（褒）《四子講德論》：‘品物咸亨，山川降靈，神光耀暉，洪洞朗天。’”《文選》注不注音。	U+6D1E
06D1E-dung2	洞		dúŋ	dung2	東	董	澒洞		①形容詞｛洞洞｝の詞音。《禮·祭義》：“洞洞乎，屬屬乎，如弗勝，如將失之。”音義：“洞洞，音動。”疏：“洞洞屬屬，是嚴敬之貌。”《漢書·谷永傳》：“骨肉大臣有申伯之忠，洞洞屬屬，小心畏忌。”注：“洞洞，驚肅也。……洞，音動。”②形容詞｛澒洞（xúŋ–）｝の詞音。《辭源》第三音“《集韵》杜孔切”項：“見‘洞洞’、‘澒洞’。”“澒洞”詞條：“相連不斷。《古文苑》三漢賈誼《旱雲賦》：‘運清濁之澒洞兮，正重沓而並起。’唐杜甫《杜工部草堂詩箋》六《自京赴奉先縣詠懷五百字》：‘憂端齊終南，澒洞不可掇。’”	U+6D1E
06D1E-dung3	洞		dûŋ	dung3	東	送	岩洞			U+6D1E
06D27-xryi2	洧		xrýi	xryi2	之					U+6D27
06D28-xrau1	洨		xrau	xrau1	宵					U+6D28
06D29-jiei3	洩		jiêi	jiei3	月					U+6D29
06D29-siet4	洩		siet	siet4	月					U+6D29
06D2A-xung1	洪		xuŋ	xung1	東	東				U+6D2A
06D2D-khyang1	洭		khyaŋ	khyang1	陽					U+6D2D
06D31-niw2	洱		niə́	niw2	之				niə̂と异義不明。《山海經·西山經》：“西五十里，曰‘罷父之山’。洱水出焉，而西流注于洛，其中多茈、碧。”注：“洱，音耳。”《漢書·地理志上·弘農郡》“盧氏”本注：“熊耳山在東。……又有洱水，東南至魯陽，亦入沔。皆過郡二，行六百里。”注：“洱，音耳。”其异二水。《切韵》：“洱，水名，出罷谷山。”《辭源》唯載此音。	U+6D31
06D31-niw3	洱		niə̂	niw3	之				niə́と异義不明。《名義》：“洱，如志反，水出焉。”《王韵》：“洱，水名，出罷谷。”	U+6D31
06D32-tyu1	洲		tyu	tyu1	幽	尤				U+6D32
06D33-nio1	洳		nio	nio1	魚	魚			按：水名。《切韵》：“洳，水名，在南郡；又人慮反（niô）：在晋。”	U+6D33
06D33-nio3	洳		niô	nio3	魚					U+6D33
06D36-qhyong1	洶		qhyoŋ	qhyong1	東	冬			qhyóŋと异義不明。《漢書·揚雄傳上·校獵賦》：“洶洶旭旭，天動地岋。”注：“洶，音匈。”《文選》注：“洶洶旭旭，鼓動之聲也。……洶，旭勇切（qhyóŋ）。”《文選》左思《吴都賦》：“濞焉洶洶，隱焉磕磕。”李善注：“洶，呼恭切。……洶洶、磕磕，皆水聲也。”《切韵》：“洶，水勢。”	U+6D36
06D36-qhyong2	洶		qhyóŋ	qhyong2	東				qhyoŋと异義不明。《史記·司馬相如傳·上林賦》：“沸乎暴怒，洶涌滂㵒。”集解：“洶，音許勇反；涌，音勇（jyóŋ）。”索隱引司馬彪：“洶涌，跳起貌。”《漢書》注：”洶涌，跳起也。……洶，音許勇反。”《文選》郭璞注引司馬彪，又：“洶，許勇切。”《文選》宋玉《高唐賦》：“濞洶洶其無聲兮，潰淡淡而並入。”注：“《説文》曰：‘洶洶，涌也。’謂水波騰貌。洶，詡鞏切。”《名義》：“洶，詡鞏反，涌也。”《切韵》：“洶，洶溶，水激勢。”	U+6D36
06D38-kuang1	洸		kuaŋ	kuang1	陽				quaŋと异義不明。《詩·邶風·谷風》：“有洸有潰，既詒我肄。”傳：“洸洸，武也。”音義：“洸，音光，武也。”《名義》：“洸，古黄反，武貌。”《切韵》：“洸，水名。”｛洸洸｝之音義，《漢辭海》誤與xuáŋxuáŋ反。《詩·大雅·江漢》：“江漢湯湯，武夫洸洸。”傳：“洸洸，武貌。”音義：“洸洸，音光，武貌，又音汪（quaŋ）。”《爾雅·釋訓》：“洸洸……武也。”注：“皆果毅之貌。”音義：“洸洸，古皇反，舍人本作‘僙’，音同。”	U+6D38
06D38-qhuang2	洸		qhuáŋ	qhuang2	陽				形容詞｛洸忽（qhut）｝=｛恍惚｝=｛慌惚｝=｛怳忽｝=｛荒忽｝の詞音。《史記·司馬相如傳·大人賦》：“西望昆侖之軋沕洸忽兮，直徑馳乎三危。”《漢書》作“荒忽”，注引張揖：“軋沕荒忽，不分明之貌。”又：“荒，音呼廣反。”	U+6D38
06D38-quang1	洸		quaŋ	quang1	陽				kuaŋと异義不明。《王韵》：“洸，水名。”	U+6D38
06D38-xuang2	洸		xuáŋ	xuang2	陽				義略。《史記·莊子傳》：“其言洸洋自恣以適己，故自王公大人不能器之。”索隱：“洸洋，音汪羊二音（quaŋjiaŋ），又音晃養（–jiáŋ）。〔洋〕亦有本作‘瀁’字。”《玄應音義》卷第二十《陀羅尼雜集經》第一卷“潢瀁”音義：“〔上〕胡廣反，《楚辭》：‘潢瀁而不可帶。’王逸曰：‘潢瀁，猶浩蕩也。’經文作‘洸洋’，〔上〕古黄反（kuaŋ），下以良、以章二反（jiaŋ、jiaŋ，蓋一‘以’本作‘似’，反語成音ziaŋ）。”｛洸洸｝之音義，《漢辭海》誤與kuaŋkuaŋ或quaŋquaŋ反。《荀子·宥坐》：“其洸洸乎不淈盡，似道。”注：“洸，讀爲‘滉’。滉，水至之貌。”	U+6D38
06D3B-kuat4	活		kuat	kuat4	月	曷				U+6D3B
06D3B-xuat4	活		xuat	xuat4	月	曷				U+6D3B
06D3D-xrep4	洽		xrep	xrep4	緝	洽				U+6D3D
06D3D-xwp4	洽		xəp	xwp4	緝			見音義欄。	水名。｛郃｝。《詩·大雅·大明》：“在洽之陽，在渭之涘。”傳：“洽，水也。”音義：“洽，户夾反（xrep），一音庚合反（kəp），水名也，案：馮翊有郃陽縣，應劭云：‘在郃水之陽。’郃，音户荅反。”《漢書·地理志上·左馮翊》“郃陽”注引應劭，又：“〔郃〕音合。即《大雅·大明》之詩所謂‘在洽之陽’。”《辭源》第二音項“古水名。也作‘郃’。……”者，引《集韵》爲葛合切（kəp）。	U+6D3D
06D44-dzieng3	浄		dziêŋ	dzieng3	耕					U+6D44
06D44-dzreng1	浄		dzreŋ	dzreng1	耕				濠名。《廣韵》：“埩，魯城北門池也，《説文》作‘浄’。”《説文》：“浄，魯北城門池也。”注：“《公羊傳·閔二年》：‘桓公使高子將南陽之甲，立僖公而城魯。或曰：自鹿門至于争門者是也；或曰：自争門至于吏門者是也。魯人至今以爲美談，曰：猶望高子也。’鹿門者，魯南城之東門；争門者，魯北城之門。……浄者，北城門之池。其門曰‘争門’，則其池曰‘浄’。”《公羊傳·閔公二年》音義不注音。	U+6D44
06D5A-syn3	浚		sŷn	syn3	文	震				U+6D5A
06D5E-dzrok4	浞		dzrok	dzrok4	屋					U+6D5E
06D63-xuan2	浣		xuán	xuan2	元					U+6D63
06D65-qiap4	浥		qiap	qiap4	緝				qripの變種。《廣韵》：“浥，潤也。”	U+6D65
06D65-qrep4	浥		qrep	qrep4	緝					U+6D65
06D65-qrip4	浥		qrip	qrip4	緝	緝			qiapの變種。《詩·召南·行露》：“厭浥行露，豈不夙夜？謂行多露！”傳：“厭浥，濕意也。”音義：“浥，本又作‘挹’，同於及反，又於脅反（qiap）；厭浥，濕意也。”《名義》：“浥，於立反，濕也，和氣也。”《切韵》：“浥，濕。”	U+6D65
06D66-pho2	浦		phó	pho2		麌				U+6D66
06D6A-lang1	浪		laŋ	lang1	陽	陽	滄浪		義略。また，水名｛滄浪（chaŋ–）｝の詞音。《書·禹貢》：“嶓冢導漾，東流爲漢，又東爲滄浪之水。”僞孔傳：“别流在荆州。”音義：“浪，音郎。”《漢書·地理志上》同文，注：“出荆山東南流爲滄浪之水，即《漁父》所歌者也。浪，音琅。”《史記·夏紀》作“蒼浪”。《晋書·嵇康傳·幽憤》詩：“澡身滄浪，曷云能補。”音義：“浪，音郎。”	U+6D6A
06D6A-lang3	浪		lâŋ	lang3	陽	漾	波浪			U+6D6A
06D6C-liw1	浬		liə	liw1	之				不明。《集韵》：“浬，泥浬，波斯酋長名。”	U+6D6C
06D6C-liw2	浬		liə́	liw2	之			見音義欄。	｛海里｝。《新華字典》：“又讀hǎilǐ，現寫作‘海里’，計量海洋上距離的長度單位，……”	U+6D6C
06D6C-qhwi2liw2	浬		qhə́iliə́	qhwi2liw2	null			見音義欄。	｛里｝。海里。《新華字典》現代音lǐ，與“里”同。	U+6D6C
06D6E-byu1	浮		byu	byu1	幽	尤				U+6D6E
06D6F-ngo1	浯		ŋo	ngo1	魚					U+6D6F
06D70-len3	浰		lên	len3	質				lîと异義不明。《漢書·司馬相如傳上·子虚賦》：“倏胂倩浰，雷動焱至。”注引張揖：“皆疾貌也。”又：“倩，音千見反（chên）；浰，音練。”《文選》李善注引張揖，又：“倩，千見切；浰，音練。”《名義》：“浰，力見反，蒨〔浰〕，疾也。”《王韵》：“浰，水疾流。”《辭源》兩收同義。按：lên者順行同化，或lî者俗音。	U+6D70
06D70-li3	浰		lî	li3	質				lênと异義不明。｛利｝？《史記·司馬相如傳·子虚賦》：“倏眒凄浰，雷動熛至。”集解引徐廣：“凄，音七見反（chên）；浰，音力詣反。”又駰案引《漢書音義》：“皆疾貌。”《辭源》兩收同義。按：lên者順行同化，或lî者俗音。	U+6D70
06D77-qhwi2	海		qhə́i	qhwi2	之	賄				U+6D77
06D7F-phai3	浿		phâi	phai3	月				phrêiの變種。《史記·朝鮮傳》：“漢興，爲其遠難守，復修遼東故塞，至浿水爲界，屬燕。”集解引《漢書音義》：“浿，音滂沛反。”索隱：“浿，音旁沛反（bâi）。”正義：“《地理志》云：‘浿，水出遼東塞外，西南至樂浪縣西入海。（今本《漢書·地理志》無此文。）’浿，普大反。”《漢書·朝鮮傳》注：“浿，水在樂浪縣，音普蓋反。”《漢書·地理志下·遼東郡》“險瀆”注引臣瓚：“王險城在樂浪郡浿水之東，此自是險瀆也。”又：“浿，音普大反。”《樂浪郡》“浿水”本注：“水西至增地入海。莽曰‘樂鮮亭’。”注：“浿，音普大反。”《名義》：“浿，公間反（本作不明）、補賴反（pâi）。”《新撰字鏡》：“浿，公貝反（本作不明），水也，縣。”《宋本玉篇》：“浿，普蓋、譜賴二切（phâi、pâi），水，出樂浪。”《廣韵》：“浿，水，在樂浪。”	U+6D7F
06D7F-phrei3	浿		phrêi	phrei3	月				phâiの變種。《切韵》：“浿，水，出樂浪。”	U+6D7F
06D82-do1	涂		do	do1	魚					U+6D82
06D82-drio1	涂		drio	drio1	魚					U+6D82
06D82-drio3	涂		driô	drio3	魚			見音義欄。	按：月名。十二月。｛除｝。《爾雅·釋天》：“十二月爲‘涂’。”音義：“涂，音徒（do）。”《周禮·秋官·硩蔟氏》“十有二月之號”注：“月，謂從娵至荼。”音義：“荼，劉、沈音餘（jio），李音舒（shio），又音徒，案《爾雅》正月爲‘陬’，……《爾雅》又云‘十二月爲“涂”’，音徒，今注作‘娵’、‘荼’二字，是假借耳，當依《爾雅》讀。”《大字典》引《詩·小雅·小明》馬瑞辰傳箋通釋：“除即《爾雅》‘十二月爲涂’之涂。……（盧伽中略）……方以智曰：‘謂歲將除也’是也。……毛傳：‘除，除陳生新也’（《大字典》原脱此關引號，今補矣），正取歲除義。箋讀‘除’爲《爾雅》‘四月爲余’之余，失之。”若此｛除｝=｛涂｝=｛荼｝者與“歲除”之｛除｝同，當音driô。《辭源》“除月”詞條釋如之爲音driôŋyat。“涂月”詞條爲音drioŋyat，非。	U+6D82
06D82-zio1	涂		zio	zio1	魚			見音義欄。	水名｛涂吾（–ŋo）｝=｛余吾｝の詞音。今Монгол國Орхон河支流Туул河。《山海經·北山經》：“北鮮之山，是多馬，鮮水出焉。而西北流注于涂吾之水。”注：“漢元狩二年，馬出涂吾水中。”《漢書·武帝紀·元狩二年》：“馬生余吾水中。”注引應劭：“在朔方北也。”《史記·衛將軍驃騎傳》：“七歲，復以因杅將軍再出擊匈奴，至余吾，亡士卒多。”索隱：“余，音餘（jio），又音徐。案：〔余吾〕水名，在朔方。”見“余”字條。	U+6D82
06D83-khun3	涃		khûn	khun3	文					U+6D83
06D85-net4	涅		net	net4	質	屑				U+6D85
06D88-sieu1	消		sieu	sieu1	宵	蕭				U+6D88
06D89-diep4	涉		diep	diep4	葉	葉				U+6D89
06D89-tep4	涉		tep	tep4	葉	葉			｛喋｝。《文選》丘遲《與陳伯之書》：“朱鮪涉血於友于，張繡剚刃於愛子；漢主不以爲疑，魏君待之若舊。”注：“涉，丁牒切，與‘喋’同。……《春秋合誠圖》曰：‘戰龍門之下，涉血相創。’如淳《漢書注》曰：‘殺血滂沱爲喋血。’”	U+6D89
06D8C-jyong2	涌		jyóŋ	jyong2	東	腫	湧			U+6D8C
06D94-dziem1	涔		dziem	dziem1	侵				｛潜｝。《爾雅·釋器》：“槮，謂之‘涔’。”注：“今之作槮者，聚積柴木於水中，魚得寒，入其裏藏隱，因以簿圍捕取之。”音義：“涔，郭岑、潜二音（dzrim、–），《詩》作‘潜’字，《小爾雅》作‘橬’字，亦音潜，又時占反（diem），猶取積柴之義。”《詩·周頌·潜》音義：“潜，在廉反，糝也（見下），《爾雅》作‘涔’，郭音潜，又音岑，《韓詩》云：‘涔魚池。’《小（爾）雅》作‘橬’，時砧反（dim）。”傳：“潜，糝也。”音義：“糝……舊《詩傳》及《爾雅》本並作‘米’傍‘參’。”疏作“槮”。	U+6D94
06D94-dzrim1	涔		dzrim	dzrim1	侵	侵				U+6D94
06D96-lei3	涖		lêi	lei3	緝				不明。《王韵》：“涖，汔。”《廣雅·釋詁》：“……涖……盡也。”音：“涖，力二反（lî）。”	U+6D96
06D96-li3	涖		lî	li3	緝					U+6D96
06DB2-jiek4	液		jiek	jiek4	鐸	陌				U+6DB2
06DB2-shiek4	液		shiek	shiek4	鐸	陌			動詞【ひたす】。《周禮·考工記·弓人》：“凡爲弓，冬析幹而春液角。”注引鄭司農：“液，讀爲‘醳’。”音義：“液，音亦（jiek）。……醳，音亦，劉、沈音釋。”疏：“先鄭‘液，讀爲“醳”’者，醳是醳酒之醳，亦是漬液之義，故讀從之也。”	U+6DB2
06DB8-xak4	涸		xak	xak4	鐸				動詞【ドライになる】。《莊子·大宗師》：“泉涸，魚相與處於陸，相呴以濕，相濡以沫，不如相忘於江湖。”音義：“泉涸，户各反，郭户格反（xrak），《爾雅》云：‘竭也。’”《禮·月令》：“殺氣浸盛，陽氣日衰，水始涸。”鄭玄注：“涸，竭也。”音義：“涸，户各反，竭也。”《漢書·公孫弘傳》：“山不童，澤不涸。”注：“涸，水竭也，音胡各反。”《晋書·庾翼傳》：“又山南諸城，每至秋冬，水多燥涸，運漕用功，實爲艱阻。”音義：“燥涸，……下下各反。”《文選》沈約《新安江水至清淺深見底貽京邑游好》：“滄浪有時濁，清濟涸無津。”注：“賈逵《國語》注曰：‘涸，竭也。’……涸，胡落切。”《玉篇》：“涸，胡雒反，《國語》：‘天根見而水涸，水涸而成梁。’賈逵曰：‘涸，竭也。’《廣雅》：‘涸，盡也。’”《廣雅·釋詁》音：“涸，〔音〕鶴”《Дх1372+Дх3703》無訓，《藤田2018》：“涸，水竭。”《王三》：“涸……水竭〻。”	U+6DB8
06DB8-xo3	涸		xô	xo3	魚				按：｛冱｝=｛沍｝。《史記·封禪書》：“春以脯酒爲歲祠，因泮凍，秋涸凍，冬塞禱祠。”索隱案：“《字林》：‘涸，竭也，下各反（xak）。’小顔云：‘涸，讀與“沍”同。沍，凝也，下故反。春則解，秋則凝。’”《漢書》注：“涸，讀與‘沍’同。沍，凝也，音下故反。春則解之，秋則凝之。”《漢書·五行志上》：“金鐵冰滯涸堅。”注：“涸，讀與‘沍’同。沍，凝也，音下故反。”《文選》謝惠連《雪賦》：“焦溪涸，湯谷凝；火井滅，温泉冰。”五臣注：“涸，〔音〕護。”	U+6DB8
06DC0-den3	淀		dên	den3	文					U+6DC0
06DC7-giw1	淇		giə	giw1	之	支				U+6DC7
06DCB-lim1	淋		lim	lim1	侵	侵				U+6DCB
06DDD-byui1	淝		byui	byui1	微					U+6DDD
06DDF-then2	淟		thén	then2	文					U+6DDF
06DE0-phai3	淠		phâi	phai3	質				形容詞｛淠淠｝の詞音。《詩·小雅·采菽》：“其旂淠淠，鸞聲嘒嘒。”傳：“淠淠，動也。”音義：“淠淠，匹弊反（phiêi），徐孚蓋反，又芳計反（phêi），動也。”	U+6DE0
06DE0-phei3	淠		phêi	phei3	質				按：phrŷi、phiêiの變種。形容詞｛淠淠｝の詞音。《詩·小雅·小弁》：“有漼者淵，萑葦淠淠。”傳：“淠淠，衆也。”音義：“淠淠，徐孚計反，又匹計反，衆也。”《P3696(1)v》：“∅，水名，在汝南。”《辭源》第三音“《集韵》匹計切”項：“見‘淠₃淠₃’。”“淠₃淠₃”詞條：“茂盛貌。”	U+6DE0
06DE0-phiei3	淠		phiêi	phiei3	質			見音義欄。	按：phrŷi、phêiの變種。《詩·大雅·棫樸》：“淠彼涇舟。”傳：“淠，舟行貌。”音義：“淠，匹世反，舟行貌，沈孚計反（phêi）。”《廣雅·釋訓》：“……淠淠……茂也。”音：“淠淠，匹制〔反〕。”《名義》：“⿰氵箅，普計反（phêi）。淠，匹制反、匹制反（？），上文，舟行貌。”	U+6DE0
06DE0-phryi3	淠		phrŷi	phryi3	質				按：phêi、phiêiの變種。《王二》匹備反：“淠，水，出汝南。”《辭源》第一音“匹備切”第一義項：“水名。”第二義項：“船行貌。”	U+6DE0
06DE6-kwm1	淦		kəm	kwm1	侵				動詞【みづがふねにはいる】。《名義》：“淦，胡南反，水入船中，泥也，没也。”《宋本玉篇》：“淦，古南切，《説文》曰：‘水入船中。’又泥也，淺也；古暗切（kə̂m），新淦縣名。’《切韵》：“淦，水入船。”《廣韵》：“淦，水入船中，又最也，泥也，汲也；又甘暗切（kə̂m），吉州有新淦縣，〔淦〕水所出，入湖。”	U+6DE6
06DE6-kwm3	淦		kə̂m	kwm3	侵				水名。また，縣名｛新淦｝の詞音。今屬江西省，作“新幹縣”。《晋書·王濛傳》：“父訥，新淦令。”音義：“淦，古南反。”《漢書·地理志上·豫章郡》“新淦”注引應劭：“淦水所出，西入湖漢也。”又：“淦，音紺，又音古含反。” 《王韵》：“淦，新淦縣，在豫章。”	U+6DE6
06DE9-liwng1	淩		liəŋ	liwng1	蒸					U+6DE9
06DEF-jyuk4	淯		jyuk	jyuk4						U+6DEF
06DF4-qut4	淴		qut	qut4	物					U+6DF4
06DF6-lwi1	淶		ləi	lwi1	之					U+6DF6
06DF7-kun1	混		kun	kun1	文				部落名｛混夷（–ji）｝=｛昆夷｝の詞音。《詩·大雅·綿》：“混夷駾矣，維其喙矣。”箋：“混夷，夷狄國也。”音義：“混，音昆。”《皇矣》“串夷”箋：“串夷，即混夷，西戎國名也。”音義：“混，音昆。”《史記·匈奴傳》“緄戎”正義：“上音昆，字當作‘混’，顔師古云：混夷也。‘韋昭云：’《春秋》以爲犬戎。”ただし，《詩·小雅·采薇·序》：“文王之時，西有昆夷之患，北有獫狁之難。”箋：“昆夷，西戎也。”音義：“昆，本又作‘混’，古門反（kún）。昆夷，西戎也。”《漢書·匈奴傳》“畎夷”注：“畎夷，即畎戎也，又曰‘昆夷’。‘昆’字，或作‘混’，又作‘緄’，二字並音工本反（kún）。”《辭源》“混夷”詞條、“昆夷”詞條皆爲音kunji。	U+6DF7
06DF7-kun2	混		kún	kun2	文	阮			｛滚｝。《集韵》：“滚，大水流貌，或作‘混’。”	U+6DF7
06DF7-xun1	混		xun	xun1	文					U+6DF7
06DF7-xun2	混		xún	xun2	文	阮				U+6DF7
06DFB-them1	添		them	them1	侵	鹽				U+6DFB
06DFC-mieu2	淼		miéu	mieu2	宵	篠				U+6DFC
06E05-chieng1	清		chieŋ	chieng1	耕	庚				U+6E05
06E05-chieng3	清		chiêŋ	chieng3	耕				｛凊｝。《莊子·人間世》：“爨无欲清之人。”音義：“清，七性反，字宜從‘冫’，從‘氵’者，假借也。清，凉也。”	U+6E05
06E1A-tio2	渚		tió	tio2	魚	語				U+6E1A
06E1F-deng1	渟		deŋ	deng1	耕					U+6E1F
06E20-gio1	渠		gio	gio1	魚	魚				U+6E20
06E20-gio3	渠		giô	gio3	魚				①｛詎｝。《史記·張儀傳》：“且蘇君在，儀寧渠能乎！”集解：“渠，音詎。”索隱：“渠，音詎，古字少，假借耳。”《漢書·孫寶傳》：“今日鷹隼始擊，當順天氣取姦惡，以成嚴霜之誅，掾部渠有其人乎？”注：“渠，讀曰‘詎’。詎，豈也。言掾所部内，豈有其人乎？”②｛遽｝。《史記·陸賈傳》：“吾不起中國，故王此。使我居中國，何渠不若漢？”集解：“渠，音詎。”索隱：“渠，劉氏音詎，《漢書》作‘遽’字，小顔以爲‘有何迫促不如漢也’。”《漢書》注：“言有何迫促而不如漢也。遽，音其庶反。”按：｛詎｝=｛遽｝。今從《辭源》分之矣。	U+6E20
06E21-do3	渡		dô	do3	鐸	遇				U+6E21
06E2B-dep4	渫		dep	dep4	葉				drapの變種。《文選》郭璞《江賦》：“長波浹渫，峻湍崔嵬。”五臣注：“浹，子協〔反〕（cep）；渫，〔音〕牒。”李善注引《埤蒼》：“浹渫，水滂溏也。”《名義》冫部：“⿰冫枼，徒頰反，⿰冫夾也。……⿰冫枼，徒頰反，⿰冫夾也。⿰冫夾，胡頰反（xep），水滂溏。”《P3799》：“⿰冫枼，⿰冫夾⿰冫枼，冰。”《王韵》：“⿰冫枼，⿰冫夾⿰冫枼。”	U+6E2B
06E2B-drap4	渫		drap	drap4	葉			《漢辭海》韻類爲“洽”，なぞ。	depの變種。《玄應音義》卷第九《大智度論》第十八卷音義：“浹渫，下甲、丈甲〔二〕反（xrap–），浹渫謂冰凍相著也。”《切韵》無訓，《王韵》：“⿰冫枼……濕。”《廣韵》：“⿰冫枼，⿰冫夾⿰冫枼。”	U+6E2B
06E2B-dzrep4	渫		dzrep	dzrep4	葉				①水名。《廣韵》：“渫，水名，出上黨郡。”②｛煠｝。《辭源》第三音“士洽切”項第二義項：“把食物放在沸水中略煮。北魏賈思勰《齊民要術》三《種胡荽》：‘作胡荽菹法，湯中渫出之。’”	U+6E2B
